station,chunk_id,start_ts,detection_id,is_ad,ad_category,company_name,website,phone_number,offer_summary,key_claims,confidence,transcript
wbap-am-820,76736,1782174606.3314724,6100,1,,,,,,"[""paid for by Hagee Ministries""]",0.95,"write about every major turning point in human history. The great pastor, dear friend, John Hagee's urgent new book, God's prophetic clock, God's prophetic clock, lines up exactly with the sign scripture gave us for the end of the age. Rapid increase in knowledge, widespread deception, moral collapse, and a world rushing toward its final chapter. This great book from Hagee Ministries lays out God's timeline with stunning clarity. This may be one of the most important books you read in your lifetime. Order God's prophetic clock today at jhm.org slash Levin or call 855-694-9647 to the Mark Levin statue. That's jhm.org slash Levin or call 855-694-9647. Is the Bible being fulfilled before our eyes? Get this book now and prepare yourself for what comes next, paid for by Hagee Ministries. Awesome. Music. TFWS News, talk. Traffic and Weather Station. Your Texas voice for common sense. NewsTalk 820, WBAP. And now new on FM at 93.3, trending now. Both sides expressing significant progress. I'm Laurie Waffenschmidt from the 24 hour breaking news center. ClassicChevrolet.com, WBAP's first traffic and weather. on The 1."
wbap-am-820,76732,1782174134.2581608,6099,1,tax_relief,U.S. Tax Yield,,80046696258007859132,price protection guaranteed quote for tax problems,"[""A plus rated with the BBB"", ""help with back taxes and unfiled returns"", ""stop IRS collections"", ""negotiate settlement for lowest amount possible""]",0.95,"guaranteed quote to get you protected today. U.S. tax yield is A plus rated with the BBB so call 800 466 96 25. U.S. tax yield 800 466 96 25. Individuals and businesses with tax problems listen carefully. Do you feel like you're losing control of your finances? If you owe over $10,000 in back taxes or have unfiled tax returns we can help you take back control. The IRS is the largest and most aggressive collection agency in the world and they can seize your bank accounts, garnish your paycheck, close your business and file criminal charges. Take control of your tax problem now by calling the experts at U.S. tax yield and take advantage of the fresh start program and new laws that may allow us to negotiate a settlement for the lowest amount possible. Our team of tax attorneys and enrolled agents can stop collections and get you protected so you can take control of your financial future. U.S. tax yield offers a price protection guaranteed quote to get you protected today. U.S. tax yield is A plus rated with the better business bureau so call now 800 785 91 32. That's 800 785 91 32. U.S. tax shield 800 785 91 32. The IRS the world's most aggressive collection agency. A better life with Dr. Samjay Gupta. There are lots of things you can measure to get an idea of how healthy you are at any given moment. Temperature, heart rate, blood pressure, just to name a few. But how about how healthy you will be and how."
wbap-am-820,76731,1782174051.2576864,6098,1,tax_relief,U. S. Tax Shield,,8004669625,price protection guaranteed quote for tax issues,"[""stop IRS collections"", ""get protected against IRS actions"", ""take back control of finances""]",0.92,"civilization itself. And this summer, Hillsdale College is releasing a brand new course dedicated entirely to Homer's Odyssey. Great Books 101 is the perfect way to prepare for the full Odyssey course launching in July. This is a lot of fun. Start right now with Hillsdale College's free online course, Great Books 101, Ancient to Medieval. Go to levintforhillsdale.com to enroll. It's totally free. Read the classics. Study the West at levintforhillsdale.com. Individuals and businesses with tax problems. Listen carefully. If you owe over $10,000 in back taxes or have unfiled tax returns, U. S. Tax Shield can help you take back control. The IRS can seize your bank accounts, garnish your paycheck, close your business and file criminal charges. Our team of tax attorneys can stop collections and get you protected. U. S. Tax Shield offers a price protection guaranteed quote to get you protected today. U. S. Tax Shield is a plus rated with the BBB so call 800-466-9625. U. S. Tax Shield, 800-466-9625. Individuals and businesses with tax problems. Listen carefully. Do you feel like you're losing control of your finances? If you owe over $10,000 in back taxes or have unfiled tax returns, we can help you take back control. The IRS is the largest and most aggressive collection agency in the world, and they can seize your bank accounts, garnish your paycheck, close your business and file criminal charges. Take control of your tax problem now by calling the experts at U. S. Tax Shield and take advantage of the fresh start program and"
wbap-am-820,76721,1782173184.4222414,6097,1,travel_rewards,,www.thebobandtow.com,,Summer Vacay Payday contest,"[""enter for a chance to win $1,000 for a weekend getaway or staycation""]",0.85,"The Bob and Tom Show. Women make things up in their heads. Yeah, is that what you're thinking? Have you ever met you? All day, whenever you want. I will complain about the roundabout. A lot of women will pull up and stop. There's nothing coming. I don't know if it's women. I feel like it's more age. Right, you never know. These cars are fast. What are these cars? They fly out of nowhere. Good Lord. People coming at you, all angles? My cousin Dorothy, she got hit. The Bob and Tom Show. Follow and listen on your favorite platform. www.thebobandtow.com www.thebobandtow.com www.thebobandtow.com Make a splash this summer with the Summer Vacay Payday. Five winners will each score $1,000 to soak up a weekend getaway or a stellar staycation. Head to our website to enter this national contest for your chance to give your summer a serious glow up. With $1,000 in the Summer Vacay."
klif-am-570,76690,1782168873.8379028,6096,1,local_business,SweetDeals.com,SweetDeals.com,,amazing deals on local businesses,"[""support local businesses""]",0.85,"Former MLB All-Star Sean Casey, aka The Mayor, keeps hitting it out of the park. I don't need to hear anything from anybody. There's too much riding on my mind being locked in. Play offense, not defense. If you play hard and you play the game right, nobody really gets on you. They're gonna boo you here and there, but if you show them that you care and that you're playing hard, that's what you need to do. Just play the game one way. You hit a ball in the gap, run! Boom! Coming in hot! The Mayor's Office with Sean Casey from Bali. Follow and listen on your favorite platform. The Mayor's Office with Sean Casey from Bali. Looking for your next favorite local spot? At SweetDeals.com, we're all about supporting local businesses. Discover amazing deals on the best shops, restaurants, and services in your area. Shopping local not only helps your community."
klif-am-570,76677,1782167835.0846083,6095,1,military_charity,Pure Talk,,,"match donation for America's Warrior Partnership up to $250,000 by end of July","[""save on cell phone service"", ""support veterans""]",0.98,"50 years as a beacon of hope. Without the brave men, the women willing to put their lives on the line like this, so many have to defend it. Now to honor all of these patriots, our friends at Pure Talk, my cell phone provider, a veteran-owned company, they now have a very ambitious goal. They're going to raise another $250,000 for America's Warrior Partnership by the end of July. It's an essential foundation. They stand on the front lines of preventing veteran suicide. By the way, PTSD is very real. They do this. They cover the basics, housing, access to VA benefits. We have promised them, transportation, counseling. In other words, the tangible things that give our vets a hand up, and now there's a way you can help as well. If you've not made the switch, remember you get the same cell towers, same 5G network, the same exact service as all the big carriers, except the average family saves over $1,000 a year. Between now and the end of July, they're going to give you an opportunity to round up a little support for America's Warrior Partnership. Then Pure Talk will match whatever donation you give dollar for dollar until they hit 250 grand. You get unlimited talk, text, high speed data, same cell towers, same 5G network, same service, and at a fraction of what the big guys charge, and you're helping veterans at the same time. Just dial pound 250, say the key word, save now."
klif-am-570,76669,1782167418.4572368,6094,1,business_funding,American Financing,americanfinancing.net/hannity,8666159200,,"[""no pressure"", ""call now for details"", ""visit website for more information""]",0.95,there's there's no pressure at all see if you qualify 866-615-9200 call now 866-615-9200 or just check them out on the web it's americanfinancing.net slash hannity today nmls 1 8 2 3 3 4 nmls consumer access.org APR for rates in the five start at 6.3 2 7 percent for well qualified borrowers call 866-615-9200 for details about critical terms or visit americanfinancing.net slash hannity average savings based on borrowers who save 199.99 news at information update on 570 kl if and 96 3 fm hd2 fox news i'm john saucier hearing from president trump at the white house marking what he says is the total reopening of the straighter hormones as the piece talks
wbap-am-820,76664,1782165479.3894396,6093,1,vacation_recreation,,our website,,summer vacay payday contest,"[""five winners"", ""$1,000 prize""]",0.85,"Jim Rome takes on sports. I've been doing this show for decades and decades and decades with rapid fire takes. Learn how to stop it, learn how to run it, or at least make a good argument. I don't even like to play. I've never fought so hard to defend something I don't like. Scorching debates. You can be about anything you want. Why are you pushing me? He's the spitfire of sports smack. Just so you all know, this is no one off. This is what we're going to get every single day. Let's go, Jim! Let's go! The Jim Rome Show podcast. Follow and listen on your favorite platform. Make a splash this summer with the summer vacay payday. Five winners will each score $1,000 to soak up a weekend getaway or a stellar staycation. Head to our website to enter this national contest for your chance to give your summer a serious glow up with $1,000 in the summer vacay."
wbap-am-820,76658,1782162059.8675063,6092,1,travel_rewards,,ClassicChevrolet.com,,"$1,000 for a weekend getaway or staycation","[""contest entry""]",0.82,"Make a splash this summer with the Summer Vacay Payday. Five winners will each score $1,000 to soak up a weekend getaway or a stellar staycation. Head to our website to enter this national contest for your chance to give your summer a serious glow up with $1,000 in the Summer Vacay Payday. TFW news talk traffic and weather station news talk 820 WBAP Fort Worth Dallas 933 WBAP FM Halton City Dallas Fort Worth and KPLX HD2 Fort Worth Dallas. Your Texas voice for common sense trending now. Mayday for the Mavs. I'm John Ingram from the 24-hour Breaking News Center. ClassicChevrolet.com WBAP's first traffic and weather on the ones. Northbound I-35W at 170 Alliance Gateway an accident in the two left lanes about a 15 minute back up to just before Keller Hicks."
klif-am-570,76652,1782161772.1525648,6091,1,debt_relief,,SweetDeals.com,,amazing deals at half price,"[""enjoy favorite local spots without breaking the bank""]",0.85,"Start your day with the morning jolt of Drake C. Toll. You've never been a football coach before, so you're not allowed to talk about this. No, I can have burnt mozzarella sticks and say the chef's not working. Bold takes and breaking news. And now to do that with Westwood One, the Oxford University of Names in sports media. So buckle up. It will be like nothing you've heard before in the best way possible, and it represents you, the listener. Westwood One Sports Talk, your home for Drake C. Toll. Follow and listen on your favorite platform. Looking for amazing deals at Sweet Deals, we offer everything at half price from restaurants to golf courses. Sweet Deals allows you to enjoy your favorite local spots without breaking the bank. SweetDeals.com. Live the sweet life at half price."
klif-am-570,76609,1782160059.069939,6086,1,travel,,our website,,"$1,000 for a weekend getaway or staycation","[""contest to win $1,000""]",0.85,"Make a splash this summer with the Summer Vacay Payday. Five winners will each score $1,000 to soak up a weekend getaway or a stellar staycation. Head to our website to enter this national contest for your chance to give your summer a serious glow up with $1,000 in the Summer Vacay Payday. The Bob and Tom Show. Women make things up in their heads. Yeah, is that what you're thinking? Have you ever met you? All day. Whenever you want. I will complain about the roundabouts. A lot of women will pull up and stop. There's nothing coming. I don't know if it's women."
klif-am-570,76601,1782159976.0695288,6083,1,business_funding,Pure Talk,,,unlimited high-speed data for $34.99 a month,"[""same cell towers as big carriers"", ""exact same service"", ""customer service team to help switch""]",0.95,paid for by americans for prosperity in all paying seventy eighty ninety bucks a month to big wireless companies eighteen t verizon t mobile for unlimited data that is insanity especially when pure talk a veteran owned company my wireless company they will give you unlimited high-speed data for just thirty four ninety nine a month that's unlimited high-speed data ap your talk used to start at fifty five bucks a month or because pure talk they're constantly pushing to give you more for less right now unlimited high-speed data thirty four ninety nine a month remember they use the same cell towers as all these overpriced big carriers you get the exact same service now their u.s. customer service team is standing by to help you make the switch it's simple it's fast it's easy it down to fifty on your cell you say the keywords save now and claim unlimited high-speed data for just thirty four ninety nine pound two fifty keywords save now make the switch to my wireless company america's wireless company pure talk this isn't your average podcast you like party i do like a huge chug of tequila the hollerhead whiskey bottle chug in front of dana white that was the first time we ever went to LA we somehow got into a bitty party that's it you are
klif-am-570,76593,1782159893.0690522,6080,1,,,,,,"[""paid for by Americans for Prosperity""]",0.85,"Handled and settling into your next home. That's real estate options now calm Keeping the truth alive 570 kl if and 96 3 FM HD 2 We hold these truths to be self-evident, you know the words But have you ever read the entire Declaration of Independence? If not, you need to what about your kids? What about your friends this July 4th my friends at American for Prosperity? They want all Americans to do just that and it's called the Declaration project Now the Declaration of Independence reminds us that every person has inherent dignity and that government exists to secure Liberty not control lives now this Independence Day gather your family your neighbors your friends read the Declaration together Share what one principle means the most to you and why and when we read the words that declared our freedom We reconnect with what it means to be citizens of a self-governing Republic take the pledge join this nationwide reading just go to AFP Hannity calm today That's AFP Hannity calm today brought to you by our friends at American for prosperity paid for by Americans for Prosperity, you know paying 70 80 90 bucks a month to big wireless companies 18"
klif-am-570,76585,1782159810.0685523,6077,1,real_estate,Real Estate Options Now,real estate options now dot com,,stress-free real estate solutions,"[""help sell current home"", ""find next home"", ""cash offers available"", ""renting options""]",0.95,"that blip in inflation that we saw. But more importantly, the online dollars, the trillions of dollars and new investment in manufacturing and semiconductor chips and automobiles and pharmaceuticals, et cetera. That's going to drive down interest rates when that happens. If you are interested in buying your first home or maybe an investment property or refinancing your home, that moment, I would say within a year is is realistic. We'll see if I'm right. But it's been said for a lot of people, moving is one of the biggest stresses in life. If that's the case, I'd be the most stressed out person in the world because I've moved a million times, but it doesn't have to be that way. I want to tell you about a great company, great group of people I know. And real estate is a passion of mine, has been forever. I like to feel it, touch it. And I just prefer it over the stock market a lot more. Anyway, that's where our friends at Real Estate Options now come into play real estate options now dot com. Now they can help you sell your current home, help you find your next home. They can do it all stress free. They have cash offers available, buying your next home if you want to buy it before you sell your current home. Maybe renting is an option for you. Well, you'll find out all your options by going to their website. Real estate options now dot com. That's real estate options now dot com. And when you go to that website, you're only a few clicks away from getting your current home handled and settling into your next home. That's real estate options now dot com."
wbap-am-820,76564,1782159576.0910196,6068,1,home_improvement,Lowe's,,,next day job site delivery on select roofing items,"[""get the roofing brand you trust"", ""GF and Owens Corning with more colors to choose from""]",0.95,"Southbound 75 just before Spring Valley Road in Richardson. An accident. It's in the two right lanes. Traffic is stacking up right around Collins Boulevard. That'll cost you about 2 to 3 minutes. Southbound 75 in Dallas from Northwest Highway into downtown to Woodall Rogers. That's about a six minute drive. Also seeing some heavy traffic heading westbound on I 30 from Carol Avenue into downtown to the 45 75 interchange. Watch for an incident in Grand Prairie Westbound I 20. This is just before Carrier Parkway got crews blocking the left lane. Seen about a 3 to 4 minute back up to Mountain Creek Parkway with WBAP first traffic. I'm Dave Allen. This report is sponsored by Lowe's. Now in stock at Lowe's. Get the roofing brand you trust, including GF and Owens Corning with more colors to choose from. Ordered by four p.m. And get next day job site delivery on select items as early as 6 30 a.m. Delivery monday through saturday and select zip codes subject to availability brought to you by Men's Edge Medical. If you've tried online pharmacies and pills for your E. D. And stamina issues. And instead of feeling like yourself again, you feel worse. You're not alone. For almost 20 years, DFW men have trusted Men's Edge Medical to restore their vitality and confidence. Call 972 9960 900 or go to men's edge medical dot com. Remember today you listened to news talk 8 20 and 93 3 FM WBAP."
wbap-am-820,76541,1782159327.0894291,6063,1,insurance,Blue Ribbon DFW,blueribbandfw.com,,free inspection for insurance claims,"[""make sure insurance company pays up"", ""schedule free inspection""]",0.92,"probably got busted up in this last round of storms and there's a couple things you're worried about. Number one, I don't have the money to get it fixed right now, so I don't know if I can get some help. That's terrible. You don't have the money to wait. If you can't afford it to get it fixed right now, you really can't afford it if water seeps in and starts getting between your drywall and rotting things out and getting black mold and you have to replace all that. You can't afford to wait. Number two, these guys at Blue Ribbon DFW know how to finesse your insurance company and make sure if by any way you can get them to at least put up some money, if not outright take care of the whole thing, they will make sure that happens. And I'm with you. I'm worried about the cost and I hate dealing with insurance companies. Well, Blue Ribbon DFW has your back. Go to blueribbandfw.com, schedule a free inspection, and if they do find a problem, then we'll talk about what needs to be done, how we'll get it paid for, how we'll deal with the insurance company. If it doesn't need to be fixed, then it didn't cost you anything, so there's no downside. Schedule your free inspection today. Go to blueribbandfw.com. Action. Next Role is a groundbreaking podcast created and executive produced by Vernon Davis. Providing cinematic storytelling with thought-provoking conversations. The series explores the transformative journeys of athletes, artists, comedians, and entrepreneurs. As they redefine their careers and push their creative boundaries. Next Role isn't about what's next."
klif-am-570,76481,1782158648.0572708,6058,1,identity_protection,LifeLock,lifelock.com,,save up to 30% with promo code news,"[""monitor hundreds of millions of data points a second for threats to your identity"", ""alert you right away if anything suspicious is found""]",0.92,"That's why LifeLock monitors hundreds of millions of data points a second for threats to your identity, which is way more than anyone can do on their own. If we find anything suspicious, like new loans or changes to your financial accounts, we alert you right away, all through text, phone, email, or the LifeLock app. Get the alerts that could make all the difference. Save up to 30% with promo code news at lifelock.com. Terms apply. That's why LifeLock monitors hundreds of millions of data points a second for threats to your identity, which is way more than anyone can do on their own. If we find anything suspicious, like new loans or changes to your identity, we alert you right away, all through text, phone, email, or the LifeLock app. That's why LifeLock monitors hundreds of millions of data points a second for threats to your identity, which is way more than anyone can do on their own. If we find anything suspicious, like new loans or changes to your identity, we alert you right away, all through text, phone, email, or the LifeLock app."
wbap-am-820,76476,1782158580.0839155,6055,1,business_funding,,,,law firm sponsorship,[],0.85,"Accidents still working in South Dallas northbound I-35E. This is just before South Beckley Avenue. It's on the right shoulder. Traffic, though, is slowing through the accident scene with WVAP first traffic and weather on the ones I'm Dave Allen. Your forecast from the WVAP on time experts 24-7 Weather Center. Plenty hot and humid the rest of the week and well we could have a few pop-up storms tonight and Tuesday. Any storm that develops could be strong and gusty. Much more dry hours, hot humid hours than any rainy ones. Sunshine, low 90s rest of the day, heat indices to 104. A few scattered storms late tonight, one or two could be strong, lows in the upper 70s. Staples easy deal days are here. Score up to 50% off more than 1,000 products in store and online. Don't miss your chance to save on tech chairs, custom print, school supplies and more. It all ends July 4th. Staples, that was easy. 4WVAP news. I'm meteorologist Mark Thibodeau at The Weather Channel. It's 91 degrees in Dallas and 92 in Fort Worth news brought to you by Mullen & Mullen Injury Law Firm. Michigan's dusty..."
klif-am-570,76458,1782158399.0556352,6053,1,vacation,,our website,,summer vacay payday contest,"[""five winners"", ""$1,000 prize""]",0.92,"Black and Abdallah. Top 10. Here we go. Shots fired. That's what we do. We rank quarterbacks. Shots fired. A very special edition of Black and Abdallah. Might be the last. Westwood One Sports Talk. Your home for Black and Abdallah. Follow and listen on your favorite platform. Music. Music. Music. Make a splash this summer with the summer vacay payday. Five winners will each score $1,000 to soak up a weekend getaway or a stellar staycation. Head to our website to enter this national contest for your chance to give your summer a serious glow up with $1,000 in the summer vacay."
wbap-am-820,76452,1782158331.0823104,6050,1,business_funding,Cumulus Digital,CumulusDigital.com,,outperform industry benchmarks by more than 25%,"[""build solutions for businesses"", ""track ad visibility by name and address""]",0.95,"Average doesn't grow your business. SmartStrategy does. At Cumulus Digital, our campaigns outperform industry benchmarks by more than 25% because we go beyond clicks and impressions, showing you exactly who saw your ad by name and address. We build solutions that fit more than 4,000 businesses that partner with us every month. Let's build one for you. You're not average, and your marketing results shouldn't be either. Visit CumulusDigital.com today. Learn more at CumulusDigital.com www. CumulusDigital.com"
klif-am-570,76402,1782157818.0516446,6038,1,vacation,,our website,,summer vacation contest,"[""win $1,000 for a weekend getaway or staycation""]",0.85,"The United States Soccer Federation presents The US Soccer Podcast My name is David Goss and I'm joined by my co-host Megan Klinenberg Everything up until this point has been an outside look at the World Cup and now we're giving people an inside look There's a lot of outside noise for goals We thought how major it really is because you really feel okay. This isn't just a sporting event This is us the US Soccer Podcast presented by Henkel Listen on your favorite platform You Make a splash this summer with the summer vacay payday five winners will each score $1,000 to soak up a weekend getaway or a stellar Staycation head to our website to enter this national contest for your chance to give your summer a serious glow up with $1,000 in the summer vacation"
wbap-am-820,76325,1782156920.073004,6032,1,business_funding,Men's Edge Medical,men's edge medical.com,9729960900,,"[""customized solution for ED and lack of stamina""]",0.75,"title in his second season in Ann Arbor. He had a 64 and 13 record in that time. May also led Florida Atlantic to back to back NCAA tournaments, including the final four in 2023. He takes over with the NBA draft coming up tomorrow and Argentina's Lionel Messi sets the World Cup record with a goal in the 38th minute against Austria today in Arlington, 17 goals all time is the record. I'm Kevin Landrum on WBAP from 96 7 and 13 10. The ticket brought to you by Men's Edge Medical when it comes to ED and lack of stamina. Men's Edge Medical does not believe in one size fits all. They customize a solution just for you. Whether you're struggling with ED, lack of stamina or low T to make your appointment call 972-996-0900 or go to men's edge medical.com. This report is sponsored by Bank of America. Bank of America, sponsor of the FIFA World Cup 2026 dedicated to offering solutions to help businesses meet their goals locally and globally. More at bankofamerica.com slash game changers. That's bankofamerica.com slash game changers. Know when severe weather is coming before it arrives by listening for the latest forecast. And when severe weather strikes, listen for the vital information you need to keep your family safe. News Talk 820 WBAP. And now new on FM at 93 3. Have you heard the name Sammy Lee?"
klif-am-570,76299,1782156656.0436766,6025,1,business_funding,LendSeek,LendSeek.com,,"lines of credit, term loans to revenue-based financing","[""no collateral"", ""no out-of-pocket costs"", ""apply in minutes""]",0.88,"Don't wait until it's too late. If you've been in business at least two years with more than $500,000 in annual revenue, qualifying is simple. No collateral, no out-of-pocket costs, no hassle. From lines of credit, term loans to revenue-based financing, LendSeek is open for business. Apply in minutes at LendSeek.com. That's L-E-N-D-S-E-E-K.com. LendSeek.com. For Brian Kilmeade, weekdays 9 a.m. till noon, and the great American Sean Hannity, weekday afternoons 3 till 7, 570 K-L-I-F and 96.3 FM HD2. Now, a news and information update on 570 K-L-I-F and 96.3 FM HD2. Fox News, I'm Tom Regati. Vice President J.D. Vance is..."
wbap-am-820,76285,1782156505.0702822,6022,1,local_business,,SweetDeals.com,,save with amazing local businesses,"[""uncover hidden gems""]",0.85,"Former MLB All-Star Sean Casey, aka The Mayor, keeps hitting it out of the park. I don't need to hear anything from anybody. There's too much riding on my mind being locked in. Play offense, not defense. If you play hard and you play the game right, nobody really gets on you. They're going to boo you here and there, but if you show them that you care and that you're playing hard, that's what you need to do. Just play the game one way. You hit a ball in the gap, run. Boom, coming in hot. The Mayor's Office with Sean Casey from Believe. Follow and listen on your favorite platform. The Mayor's Office with Sean Casey from Believe. Ready to discover your new favorite spot? At SweetDeals.com, we help you save with amazing local businesses. Save more, explore more, and uncover hidden gems. Visit SweetDeals.com today."
klif-am-570,76257,1782156158.0408208,6016,1,business_funding,Cumulus Digital,CumulusDigital.com,,,"[""outperform industry benchmarks by more than 25%"", ""build solutions for over 4000 businesses""]",0.85,"Average doesn't grow your business. SmartStrategy does. At Cumulus Digital, our campaigns outperform industry benchmarks by more than 25%, because we go beyond clicks and impressions, showing you exactly who saw your ad by name and address. We build solutions that fit more than 4,000 businesses that partner with us every month. Let's build one for you. You're not average, and your marketing results shouldn't be either. Visit CumulusDigital.com today. by Robert Levenger, Insurance Agent. There are thousands of people like you who think they can't afford..."
wbap-am-820,76196,1782155509.0637107,6014,1,,,,,,"[""ramp up denaturalization and deportation""]",0.75,"600 visas that may be reversed because they were attached to a birthing tourism scheme that we've talked about on The James Show many times. What if I told you that hundreds of visas are now being revoked because of how some families used them to have children in America? The United States is tightening its immigration policies and is now moving to revoke more than 600 visas linked to birth tourism schemes. U.S. authorities uncovered several international networks that helped pregnant women travel to the United States with the sole intention of giving birth on American soil so their children could automatically acquire U.S. citizenship. These birth tourism companies reportedly provided immigration advice, arranged lodging, coordinated hospital visits, and helped clients avoid immigration scrutiny. Birth tourism generally involves entering the U.S. on B-1 or B-2 visitor visas while intending to give birth in the country. Okay, good. Now keep going. Don't stop. Don't take a breath. Don't look around. Don't take a poll. Don't listen to the media. Don't come up with any other excuses. Just keep it going. Keep that train. In fact, let's ramp this up. I don't want 250 people denaturalized and deported. I don't want 600 visas revoked and sent back. It's going to have to be in the millions. So now that we know, legally we can do it. Let's ramp this sucker up. Why don't we start doing this on day one? 800-288."
wbap-am-820,76116,1782154596.0569472,6004,1,business_funding,Ghost Bed,ghost bed dot com slash mvcr,,extra ten percent off with financing during the big fourth of july sale,"[""hundred one nights to try it in your home"", ""cooling technology built into every mattress"", ""support is fantastic"", ""about a buck a day for financing""]",0.92,is trapping heat all night long you can switch to ghost bed because they're cooling technology is built right into every mattress it's not like some expensive add-on that they try to upsell you later yeah and if you're of the hot sleeper summer just makes the problem worse and what i noticed with my ghost bed is actually stay comfortable through the night not only because of the cooling feature but the support it's fantastic uh... and there is a reason hot sleepers are some of those bags biggest fans just read the reviews and you'll see it ghost bed gives you a hundred one nights to try it in your home too that's basically the entire summer to see the difference in the ghost bed yourself and right now during the big fourth of july sale they're giving you an extra ten percent off with financing some ghost beds uh... by the way that works out to about a buck a day if that's what you choose to do uh... go to ghost bed dot com slash mvcr use the promo code mvcr that's ghost bed dot com slash mvcr news update david van camp well you know with all of the uh... tulsi gabbard covid origin stuff coming out people are sharing their favorite moments from covid and i've never seen this one before western australia they wanted to reach out to the aboriginal community to tell them to get the covid vaccine so they brought in a translator the problem is that the translator is basically just speaking english here this is an important message to keep aboriginal people safe and again message a proper important one to keep everybody safe one you can die from the coronavirus
wbap-am-820,76084,1782154264.054893,5999,1,insurance,Progressive Country Insurance Company,progressivecommercial.com,,save on commercial auto insurance,"[""America's number one commercial auto insurer"", ""save in as little as eight minutes""]",0.92,"It was a glancing shot, Nimrod to the news, to the news update next, Michael Jordan, Mark Lee, Van Camp, and Robbins, News Talk 820, WBAP, and now on FM at 93.3. A small business affirmation from Progressive. Plumbers, today will be a good day. You will be profitable. Your clients will be nice. No one will stand over you and tell you how to fix the thing they actually hired you to fix. You will also feel at peace after switching to Progressive, America's number one commercial auto insurer. See if you can save in as little as eight minutes at progressivecommercial.com. Progressive Country Insurance Company and Affiliates, number one commercial auto insurer from the NAIC's 2024 National premium data. Lenny went to college and racked up huge debt. A little bit over $100,000. For a degree he couldn't use? Now what? I had a friend that went to my computer career. They even helped him get hired immediately after graduation. One of the things I love about IT is that you can work from anywhere you want. You could become an IT pro in just months, including cybersecurity and the basics of AI with zero experience at mycomputercareer.edu. My Computer Career, an elite CompTIA certification partner. It works for me and I know it can work for you. This is one student's experience. Individual results vary. Are you an adult with uncontrolled moderate to severe Crohn's disease symptoms and still packing a backup bag of clothes? Just in case, Skyrizzy Risenkismabrizza can help you take control of your Crohn's. Feel significant symptom relief, including less abdominal pain and fewer bowel movements at four weeks. Plus, Skyrizzy has proven to help people achieve remission and visibly improve their lives."
klif-am-570,76067,1782154083.0285158,5993,1,life_insurance,Ethos,ethos.com/slash-save,,free quote for life insurance,"[""fast and easy to get life insurance"", ""apply in minutes"", ""same day coverage""]",0.92,"in Maricopa County. There was an FBI raid there in Arizona. Remember that? Remember the FBI raid in Fulton County, Georgia, where they picked up all those ballots, brought them in, all the election stuff from 2020? What's going on there? In fact, what's going on in South Florida right now? We have a grand conspiracy case apparently underway, US Attorney down there, demanding all sorts of answers from people around John Brennan and James Comey and others. What's going on there? Just have this feeling like we're gonna have a lot of really interesting headlines to discuss. And it may come sooner rather than later. God willing. More ahead on The Vince Show. The Vince Show. So Ryan and I came to the decision to get life insurance when I was pregnant with our first son. He really wanted us to be taken care of if something happened to him. He provided for our family in life and also after his death. I think that would make him proud. Ethos makes it fast and easy to get life insurance. Apply in minutes and get same day coverage. Get your free quote at ethos.com slash save. That's ethos.com slash save. Paid testimonial. Time spent on application may vary. Online health questions required. Lenny went to college and racked up huge debt. A little bit over $100,000. For a degree he couldn't use? Now what? I had a friend that went to my computer career. They even helped him get hired immediately after graduation. One of the things I love about IT is that you can work from anywhere you want. You could become an IT pro in just months, including cyber security and the basics of AI with zero experience at mycomputercareer.edu."
wbap-am-820,76042,1782153766.0516524,5992,1,abortion_services,Mayday Health,,,,"[""paid for by Mayday Health"", ""promoting obtaining abortion pills by mail""]",0.92,you know there's this thing i call absolute focus like i like activated that like in my mind yeah when folks activated his mind there's a button that you press yeah that's very funny well sometimes you're trying to save somebody and then when they're panicking yeah they can take you down oh yeah you know flailing around and everything else man spooky situation dude absolute focus maximum absolute focus yeah yes that's what it takes all right are you ready for your big three scottie sure all right here we go are you ready it's the three most important news stories of the day i hit the trifecta well at least according to scott robbins it's the trifecta on the markley van camp and robbins show every day about this time scott robbins top three stories helped by his hero and casey casey hey casey you want to see us open this weekend yeah did you i know you're a big golf fan so yeah i'm ready you like windham do you no no i didn't think very few people do boy man the fans gave it to him huh yeah they did three gave him the business uh number three an ad at the u.s open is appalling some fans yeah golf fans that were attending the third round of the u.s open uh this past saturday left stunned when an airplane buzzed the course uh towing a big advertisement for promoting obtaining abortion pills by mail whoa the ad was paid for by mayday health a massachusetts-based
